og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
BepF	6	conserved	conserved across species	D0C5J4	AdeG	bpeF	Efflux pump membrane transporter	nodrug	nodrug	MS69R	19606S	Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81) OX=575584	5.336705514	25.79249145	43.41367443	2.35E-06	0.000415625	6.160444479	1	A. baumannii	A. baumannii MS69R
BepF	6	conserved	conserved across species	MS02-S_02963	BepF~~~oqxA	MS02-S_02963	Efflux pump periplasmic linker BepF	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	3.300940116	25.06433536	83.88186858	3.71E-09	8.05E-06	11.80848639	1	K. pneumoniae	K. pneumoniae MS366R
BepF	6	conserved	conserved across species	MS25-S_03502	BepF~~~oqxA	MS25-S_03502	Efflux pump periplasmic linker BepF	nodrug	nodrug	MS386R	MS25S	Kpneumoniae_MS25S	3.325261433	26.14710206	53.12529523	9.82E-10	8.25E-07	12.84990685	1	K. pneumoniae	K. pneumoniae MS386R
BepF	6	conserved	conserved across species	PBBIODIN_02563	BepF~~~oqxA	PBBIODIN_02563	Efflux pump periplasmic linker BepF	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	3.465035975	26.13426471	85.06377549	7.92E-10	5.11E-07	13.72746202	1	K. pneumoniae	K. pneumoniae MS299R
BepF	6	conserved	conserved across species	PBBIODIN_02563	BepF~~~oqxA	PBBIODIN_02563	Efflux pump periplasmic linker BepF	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	3.057845193	25.93066932	75.76685211	6.92E-08	7.57E-06	9.595043607	1	K. pneumoniae	K. pneumoniae MS274R
BepF	6	conserved	conserved across species	PBBIODIN_02563	BepF~~~oqxA	PBBIODIN_02563	Efflux pump periplasmic linker BepF	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	3.120214363	25.9618539	107.0174352	1.40E-11	1.07E-08	17.67270053	1	K. pneumoniae	K. pneumoniae MS311R
BetB_3	2	conserved	conserved within species	PBBIODIN_01663	BetB_3	PBBIODIN_01663	NAD/NADP-dependent betaine aldehyde dehydrogenase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.060968038	22.6106868	-27.35566677	4.11E-07	5.31E-06	7.219905359	1	K. pneumoniae	K. pneumoniae MS299R
BetB_3	2	conserved	conserved within species	PBBIODIN_01663	BetB_3	PBBIODIN_01663	NAD/NADP-dependent betaine aldehyde dehydrogenase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.169053589	22.55664403	-30.69020708	3.35E-06	3.94E-05	5.292762258	1	K. pneumoniae	K. pneumoniae MS274R
BglA_3	2	conserved	conserved within species	PRZ_02630	BglA_3	PRZ_02630	6-phospho-beta-glucosidase BglA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.813990367	19.3104256	34.07617955	1.76E-06	3.89E-05	6.116656072	1	K. pneumoniae	K. pneumoniae MS530R
BglA_3	2	conserved	conserved within species	PRZ_02630	BglA_3	PRZ_02630	6-phospho-beta-glucosidase BglA	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.26333899	19.03509991	51.84090035	1.04E-16	4.01E-15	28.80941112	1	K. pneumoniae	K. pneumoniae MS493R
Blc_2	3	conserved	conserved within species	PBBIODIN_03304	Blc_2	PBBIODIN_03304	Outer membrane lipoprotein Blc	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.112985108	22.0877008	-29.0082139	2.98E-07	4.34E-06	7.585653188	1	K. pneumoniae	K. pneumoniae MS299R
Blc_2	3	conserved	conserved within species	PBBIODIN_03304	Blc_2	PBBIODIN_03304	Outer membrane lipoprotein Blc	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.06058372	22.11390149	-29.71113767	3.85E-06	4.22E-05	5.128192276	1	K. pneumoniae	K. pneumoniae MS274R
Blc_2	3	conserved	conserved within species	PBBIODIN_03304	Blc_2	PBBIODIN_03304	Outer membrane lipoprotein Blc	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.01831086	22.13503792	-30.16642476	4.26E-08	3.83E-07	9.20367338	1	K. pneumoniae	K. pneumoniae MS311R
BluF_1	1	strain-specific	strain-specific	PBBIODIN_02770	BluF_1	PBBIODIN_02770	Blue light- and temperature-regulated antirepressor BluF	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.102356785	18.86357772	26.25817533	6.53E-06	5.96E-05	4.498223281	1	K. pneumoniae	K. pneumoniae MS274R
BtuB	3	conserved	conserved within species	PBBIODIN_04401	BtuB	PBBIODIN_04401	Vitamin B12 transporter BtuB	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.270490225	23.77389878	-32.24181175	1.67E-07	2.88E-06	8.240919609	1	K. pneumoniae	K. pneumoniae MS299R
BtuB	3	conserved	conserved within species	PBBIODIN_04401	BtuB	PBBIODIN_04401	Vitamin B12 transporter BtuB	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.419833607	23.69922708	-40.82144555	9.85E-07	2.00E-05	6.721577209	1	K. pneumoniae	K. pneumoniae MS274R
BtuB	3	conserved	conserved within species	PBBIODIN_04401	BtuB	PBBIODIN_04401	Vitamin B12 transporter BtuB	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.495328972	23.6614794	-50.1723376	1.70E-09	4.89E-08	12.79012427	1	K. pneumoniae	K. pneumoniae MS311R
BtuF_2	2	conserved	conserved within species	PRZ_01936	BtuF_2	PRZ_01936	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.254519968	21.77755651	26.28387852	5.45E-06	7.72E-05	4.796169255	1	K. pneumoniae	K. pneumoniae MS530R
BtuF_2	2	conserved	conserved within species	PRZ_01936	BtuF_2	PRZ_01936	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.613024047	21.95680855	36.73397598	9.78E-15	1.82E-13	24.08682825	1	K. pneumoniae	K. pneumoniae MS493R
BudC	1	strain-specific	strain-specific	PBBIODIN_00351	BudC	PBBIODIN_00351	Diacetyl reductase [(S)-acetoin forming]	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.020677382	21.991464	34.23235504	1.91E-08	2.14E-07	10.10474602	1	K. pneumoniae	K. pneumoniae MS311R
CadA	3	conserved	conserved within species	PBBIODIN_05172	CadA	PBBIODIN_05172	Inducible lysine decarboxylase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.689688298	28.32715413	47.46636626	1.98E-08	1.08E-06	10.57552512	1	K. pneumoniae	K. pneumoniae MS299R
CadA	3	conserved	conserved within species	PBBIODIN_05172	CadA	PBBIODIN_05172	Inducible lysine decarboxylase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	3.409742404	28.68718118	82.33828215	4.84E-08	7.57E-06	9.942660973	1	K. pneumoniae	K. pneumoniae MS274R
CadA	3	conserved	conserved within species	PBBIODIN_05172	CadA	PBBIODIN_05172	Inducible lysine decarboxylase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.349035253	28.1568276	66.96246208	2.73E-10	2.23E-08	14.74743425	1	K. pneumoniae	K. pneumoniae MS311R
CadB	8	conserved	conserved within species	MS02-S_00257	CadB	MS02-S_00257	putative cadaverine/lysine antiporter	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	-1.370748434	24.59998453	-34.89461346	3.13E-07	4.03E-05	7.922345588	1	K. pneumoniae	K. pneumoniae MS366R
CadB	8	conserved	conserved within species	MS02-S_00257	CadB	MS02-S_00257	putative cadaverine/lysine antiporter	Nx	nodrug	MS02S	MS02S	Kpneumoniae_MS02	-1.128121065	24.72129822	-27.46451898	1.13E-05	0.005260242	4.449228587	1	K. pneumoniae	K. pneumoniae MS02S
CadB	8	conserved	conserved within species	MS25-S_00918	CadB	MS25-S_00918	putative cadaverine/lysine antiporter	nodrug	nodrug	MS386R	MS25S	Kpneumoniae_MS25S	-1.006136433	24.64561212	-15.80798066	2.21E-06	0.00029984	5.628968159	1	K. pneumoniae	K. pneumoniae MS386R
CadB	8	conserved	conserved within species	MS25-S_00918	CadB	MS25-S_00918	putative cadaverine/lysine antiporter	Nx	nodrug	MS25S	MS25S	Kpneumoniae_MS25S	-1.00486479	24.64624794	-26.91700077	3.14E-06	0.001327256	5.656791368	1	K. pneumoniae	K. pneumoniae MS25S
CadB	8	conserved	conserved within species	PBBIODIN_05173	CadB	PBBIODIN_05173	putative cadaverine/lysine antiporter	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.769773823	23.33273981	44.78480771	2.73E-08	1.21E-06	10.23290656	1	K. pneumoniae	K. pneumoniae MS299R
CadB	8	conserved	conserved within species	PBBIODIN_05173	CadB	PBBIODIN_05173	putative cadaverine/lysine antiporter	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	3.279351763	24.08752878	92.4390041	2.94E-08	7.57E-06	10.40483787	1	K. pneumoniae	K. pneumoniae MS274R
CadB	8	conserved	conserved within species	PRZ_00287	CadB	PRZ_00287	putative cadaverine/lysine antiporter	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.057056966	23.50219228	-12.9352014	0.000117505	0.000598617	1.113124459	1	K. pneumoniae	K. pneumoniae MS530R
CadB	8	conserved	conserved within species	PRZ_00287	CadB	PRZ_00287	putative cadaverine/lysine antiporter	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.517002587	23.27221946	-35.02007023	1.83E-14	3.13E-13	23.42674762	1	K. pneumoniae	K. pneumoniae MS493R
CadC	1	strain-specific	strain-specific	PBBIODIN_05174	CadC	PBBIODIN_05174	Transcriptional activator CadC	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.010714459	22.88085593	29.1065814	4.20E-06	4.44E-05	5.023666734	1	K. pneumoniae	K. pneumoniae MS274R
CarB_2	1	strain-specific	strain-specific	2778_02345	CarB_2	2778_02345	Carbamoyl-phosphate synthase large chain	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	2.389359661	25.82694307	59.71623411	2.56E-25	1.24E-22	48.20614891	1	A. baumannii	A. baumannii MS72R
CbiA	1	strain-specific	strain-specific	PBBIODIN_01602	CbiA	PBBIODIN_01602	"Cobyrinate a,c-diamide synthase"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.161390482	19.73056034	34.01678954	2.15E-06	3.04E-05	5.812576009	1	K. pneumoniae	K. pneumoniae MS274R
CbiC	3	conserved	conserved within species	PBBIODIN_01604	CbiC	PBBIODIN_01604	Cobalt-precorrin-8 methylmutase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.291943894	20.5888252	18.28250219	3.73E-06	2.53E-05	4.68437557	1	K. pneumoniae	K. pneumoniae MS299R
CbiC	3	conserved	conserved within species	PBBIODIN_01604	CbiC	PBBIODIN_01604	Cobalt-precorrin-8 methylmutase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.84271645	20.86421148	46.29157438	5.74E-07	1.61E-05	7.336580893	1	K. pneumoniae	K. pneumoniae MS274R
CbiC	3	conserved	conserved within species	PBBIODIN_01604	CbiC	PBBIODIN_01604	Cobalt-precorrin-8 methylmutase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.006534397	20.44612045	21.16657358	3.96E-07	1.89E-06	6.66587342	1	K. pneumoniae	K. pneumoniae MS311R
CbiE	1	strain-specific	strain-specific	PBBIODIN_01606	CbiE	PBBIODIN_01606	Cobalt-precorrin-7 C(5)-methyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.357502142	20.58116811	42.76722349	8.07E-07	1.82E-05	6.950600611	1	K. pneumoniae	K. pneumoniae MS274R
CbiF	3	conserved	conserved within species	PBBIODIN_01608	CbiF	PBBIODIN_01608	Cobalt-precorrin-4 C(11)-methyltransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.285320597	20.70816042	32.82749407	1.51E-07	2.77E-06	8.351980859	1	K. pneumoniae	K. pneumoniae MS299R
CbiF	3	conserved	conserved within species	PBBIODIN_01608	CbiF	PBBIODIN_01608	Cobalt-precorrin-4 C(11)-methyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.743633489	20.93731687	39.63509493	1.12E-06	2.11E-05	6.575804609	1	K. pneumoniae	K. pneumoniae MS274R
CbiF	3	conserved	conserved within species	PBBIODIN_01608	CbiF	PBBIODIN_01608	Cobalt-precorrin-4 C(11)-methyltransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.057126982	20.59406362	34.69290078	1.76E-08	2.01E-07	10.1997199	1	K. pneumoniae	K. pneumoniae MS311R
CbiG	3	conserved	conserved within species	PBBIODIN_01609	CbiG	PBBIODIN_01609	Cobalt-precorrin-5A hydrolase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.582138807	19.92743331	34.71512638	1.11E-07	2.24E-06	8.695717088	1	K. pneumoniae	K. pneumoniae MS299R
CbiG	3	conserved	conserved within species	PBBIODIN_01609	CbiG	PBBIODIN_01609	Cobalt-precorrin-5A hydrolase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.243206038	20.25796692	65.44265659	1.30E-07	8.52E-06	8.955459866	1	K. pneumoniae	K. pneumoniae MS274R
CbiG	3	conserved	conserved within species	PBBIODIN_01609	CbiG	PBBIODIN_01609	Cobalt-precorrin-5A hydrolase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.434280962	19.85350439	47.28666088	2.48E-09	6.19E-08	12.37941771	1	K. pneumoniae	K. pneumoniae MS311R
CbiH	3	conserved	conserved within species	PBBIODIN_01610	CbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.549890456	22.1986954	37.47594706	7.28E-08	1.81E-06	9.162958455	1	K. pneumoniae	K. pneumoniae MS299R
CbiH	3	conserved	conserved within species	PBBIODIN_01610	CbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.078313782	22.46290706	63.95564556	1.43E-07	8.89E-06	8.852267356	1	K. pneumoniae	K. pneumoniae MS274R
CbiH	3	conserved	conserved within species	PBBIODIN_01610	CbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.366594897	22.10704762	44.13725529	3.84E-09	7.48E-08	11.89859302	1	K. pneumoniae	K. pneumoniae MS311R
CbiJ	3	conserved	conserved within species	PBBIODIN_01611	CbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.956693095	21.13762512	38.00722301	6.74E-08	1.81E-06	9.248459122	1	K. pneumoniae	K. pneumoniae MS299R
CbiJ	3	conserved	conserved within species	PBBIODIN_01611	CbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.744671176	21.53161416	69.60765463	9.96E-08	8.26E-06	9.228811635	1	K. pneumoniae	K. pneumoniae MS274R
CbiJ	3	conserved	conserved within species	PBBIODIN_01611	CbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.81772055	21.06813884	57.53582451	7.15E-10	3.22E-08	13.72893995	1	K. pneumoniae	K. pneumoniae MS311R
CbiK	1	strain-specific	strain-specific	PBBIODIN_01612	CbiK	PBBIODIN_01612	Sirohydrochlorin cobaltochelatase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.058500468	21.63624359	19.45652255	2.35E-05	0.000134705	2.957289167	1	K. pneumoniae	K. pneumoniae MS274R
CbiL	3	conserved	conserved within species	PBBIODIN_01613	CbiL	PBBIODIN_01613	Cobalt-precorrin-2 C(20)-methyltransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.547547233	19.71097596	30.08127232	2.44E-07	3.71E-06	7.811453442	1	K. pneumoniae	K. pneumoniae MS299R
CbiL	3	conserved	conserved within species	PBBIODIN_01613	CbiL	PBBIODIN_01613	Cobalt-precorrin-2 C(20)-methyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.140472916	20.0074388	59.16462453	2.00E-07	1.06E-05	8.497580454	1	K. pneumoniae	K. pneumoniae MS274R
CbiL	3	conserved	conserved within species	PBBIODIN_01613	CbiL	PBBIODIN_01613	Cobalt-precorrin-2 C(20)-methyltransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.447751698	19.66107819	35.06869476	1.64E-08	1.95E-07	10.2762446	1	K. pneumoniae	K. pneumoniae MS311R
CbiO	1	strain-specific	strain-specific	PBBIODIN_01617	CbiO	PBBIODIN_01617	Cobalt import ATP-binding protein CbiO	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.431122315	21.03963214	45.0850021	6.43E-07	1.64E-05	7.208370826	1	K. pneumoniae	K. pneumoniae MS274R
Cdd	2	conserved	conserved within species	PRZ_02400	Cdd	PRZ_02400	Cytidine deaminase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.917389281	23.53855944	39.69862692	9.01E-07	2.55E-05	6.875653636	1	K. pneumoniae	K. pneumoniae MS530R
Cdd	2	conserved	conserved within species	PRZ_02400	Cdd	PRZ_02400	Cytidine deaminase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.293099924	23.72641476	52.75136614	8.30E-17	3.49E-15	29.04553437	1	K. pneumoniae	K. pneumoniae MS493R
ChbF	2	conserved	conserved within species	PRZ_01108	ChbF	PRZ_01108	6-phospho-beta-glucosidase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.246212509	22.07141954	-26.04835605	5.67E-06	7.83E-05	4.749893825	1	K. pneumoniae	K. pneumoniae MS530R
ChbF	2	conserved	conserved within species	PRZ_01108	ChbF	PRZ_01108	6-phospho-beta-glucosidase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.328683456	22.03018407	-30.19968108	1.28E-13	1.77E-12	21.3778014	1	K. pneumoniae	K. pneumoniae MS493R
ChbG	4	conserved	conserved within species	MS02-S_04449	ChbG	MS02-S_04449	Chitooligosaccharide deacetylase ChbG	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.146877792	20.46895361	28.80302649	8.23E-07	7.24E-05	6.888267738	1	K. pneumoniae	K. pneumoniae MS366R
ChbG	4	conserved	conserved within species	PBBIODIN_04115	ChbG	PBBIODIN_04115	Chitooligosaccharide deacetylase ChbG	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.293185993	20.29598963	49.35477099	1.60E-08	1.04E-06	10.80324478	1	K. pneumoniae	K. pneumoniae MS299R
ChbG	4	conserved	conserved within species	PBBIODIN_04115	ChbG	PBBIODIN_04115	Chitooligosaccharide deacetylase ChbG	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.812850495	20.05582188	54.01545102	2.96E-07	1.27E-05	8.073744425	1	K. pneumoniae	K. pneumoniae MS274R
ChbG	4	conserved	conserved within species	PBBIODIN_04115	ChbG	PBBIODIN_04115	Chitooligosaccharide deacetylase ChbG	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.455979248	20.37738625	79.63873402	9.10E-11	1.23E-08	15.87483126	1	K. pneumoniae	K. pneumoniae MS311R
CheW	1	strain-specific	strain-specific	P0A964	CheW	cheW	Chemotaxis protein CheW	nodrug	nodrug	dmprA	BW25113	Escherichia coli (strain K12) OX=83333	1.675233312	18.86734163	43.37798369	1.39E-06	0.000383043	6.597032951	1	E. coli	E. coli dmprA
CitF	2	conserved	conserved within species	PRZ_04242	Group_15455	PRZ_04242	Citrate lyase alpha chain	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.451559314	19.96443297	47.85285253	3.98E-07	1.82E-05	7.778109062	1	K. pneumoniae	K. pneumoniae MS530R
CitF	2	conserved	conserved within species	PRZ_04242	Group_15455	PRZ_04242	Citrate lyase alpha chain	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.284563019	19.88093483	53.32365773	7.19E-17	3.24E-15	29.19171105	1	K. pneumoniae	K. pneumoniae MS493R
ClpA	1	strain-specific	strain-specific	PBBIODIN_03647	ClpA	PBBIODIN_03647	ATP-dependent Clp protease ATP-binding subunit ClpA	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.148477103	25.71324802	33.67739571	2.25E-06	3.13E-05	5.762114291	1	K. pneumoniae	K. pneumoniae MS274R
ClpB	1	strain-specific	strain-specific	PBBIODIN_02530	ClpB	PBBIODIN_02530	Chaperone protein ClpB	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.050540728	27.03654348	27.24179012	5.58E-06	5.25E-05	4.686169493	1	K. pneumoniae	K. pneumoniae MS274R
CntO_2~~~cntO	3	conserved	conserved within species	PBBIODIN_00397	CntO_2~~~cntO	PBBIODIN_00397	Ferrichrome outer membrane transporter/phage receptor	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.162644775	20.51983721	-28.83752602	3.08E-07	4.39E-06	7.548914767	1	K. pneumoniae	K. pneumoniae MS299R
CntO_2~~~cntO	3	conserved	conserved within species	PBBIODIN_00397	CntO_2~~~cntO	PBBIODIN_00397	Ferrichrome outer membrane transporter/phage receptor	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.04526881	20.57852519	-31.89132424	2.84E-06	3.58E-05	5.487155748	1	K. pneumoniae	K. pneumoniae MS274R
CntO_2~~~cntO	3	conserved	conserved within species	PBBIODIN_00397	CntO_2~~~cntO	PBBIODIN_00397	Ferrichrome outer membrane transporter/phage receptor	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.160980212	20.52066949	-39.14335347	8.20E-09	1.28E-07	11.05457403	1	K. pneumoniae	K. pneumoniae MS311R
CobD_1~~~cbiB~~~cobD_2	1	strain-specific	strain-specific	PBBIODIN_01603	CobD_1~~~cbiB~~~cobD_2	PBBIODIN_01603	Cobalamin biosynthesis protein CobD	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.160005119	20.04331764	36.10994553	1.67E-06	2.64E-05	6.112138436	1	K. pneumoniae	K. pneumoniae MS274R
CopC~~~pcoC	1	strain-specific	strain-specific	PRZ_05066	CopC~~~pcoC	PRZ_05066	Copper resistance protein C	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.24593665	20.60827397	71.50765505	6.86E-08	1.08E-05	9.572313302	1	K. pneumoniae	K. pneumoniae MS530R
CpdB	1	strain-specific	strain-specific	PRZ_03863	CpdB	PRZ_03863	"2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase"	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.42414721	23.63125298	23.99253361	8.11E-06	9.80E-05	4.326093613	1	K. pneumoniae	K. pneumoniae MS530R
Cpo	3	conserved	conserved within species	PBBIODIN_00756	Cpo	PBBIODIN_00756	Non-heme chloroperoxidase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.733045471	23.21470674	-45.14922739	2.61E-08	1.20E-06	10.28087133	1	K. pneumoniae	K. pneumoniae MS299R
Cpo	3	conserved	conserved within species	PBBIODIN_00756	Cpo	PBBIODIN_00756	Non-heme chloroperoxidase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.844263224	23.15909786	-53.27541692	3.14E-07	1.27E-05	8.008754562	1	K. pneumoniae	K. pneumoniae MS274R
Cpo	3	conserved	conserved within species	PBBIODIN_00756	Cpo	PBBIODIN_00756	Non-heme chloroperoxidase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.385133006	23.38866297	-47.68821171	2.35E-09	6.06E-08	12.43819747	1	K. pneumoniae	K. pneumoniae MS311R
CpsG~~~algC~~~rfbK2	2	conserved	conserved within species	PRZ_02311	CpsG~~~algC~~~rfbK2	PRZ_02311	Phosphomannomutase/phosphoglucomutase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.194331667	24.65285031	32.59424619	2.13E-06	4.26E-05	5.892856083	1	K. pneumoniae	K. pneumoniae MS530R
CpsG~~~algC~~~rfbK2	2	conserved	conserved within species	PRZ_02311	CpsG~~~algC~~~rfbK2	PRZ_02311	Phosphomannomutase/phosphoglucomutase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.293413251	24.7023911	53.35645086	7.14E-17	3.24E-15	29.20003567	1	K. pneumoniae	K. pneumoniae MS493R
CpxA	1	strain-specific	strain-specific	PBBIODIN_04365	CpxA	PBBIODIN_04365	Sensor histidine kinase CpxA	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.660543869	23.63234678	50.99921814	3.79E-07	1.27E-05	7.801803734	1	K. pneumoniae	K. pneumoniae MS274R
CspA	1	strain-specific	strain-specific	PRZ_03563	CspA	PRZ_03563	Cold shock protein CspA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.045057307	26.13709685	-11.10858123	0.000225159	0.000939251	0.324995663	1	K. pneumoniae	K. pneumoniae MS530R
CurA	4	conserved	conserved within species	MS02-S_01442	CurA	MS02-S_01442	NADPH-dependent curcumin reductase	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	2.011505286	23.30162078	42.89867045	1.10E-07	2.40E-05	8.982181837	1	K. pneumoniae	K. pneumoniae MS366R
CurA	4	conserved	conserved within species	PBBIODIN_00202	CurA	PBBIODIN_00202	NADPH-dependent curcumin reductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.241323209	22.96016459	42.77205109	4.68E-09	8.60E-08	11.67846611	1	K. pneumoniae	K. pneumoniae MS311R
CurA	4	conserved	conserved within species	PRZ_01698	CurA	PRZ_01698	NADPH-dependent curcumin reductase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.292220313	20.26010236	24.74939943	7.09E-06	9.06E-05	4.486428051	1	K. pneumoniae	K. pneumoniae MS530R
CurA	4	conserved	conserved within species	PRZ_01698	CurA	PRZ_01698	NADPH-dependent curcumin reductase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.36115089	20.29456764	31.49840774	7.36E-14	1.09E-12	21.96065766	1	K. pneumoniae	K. pneumoniae MS493R
CytR_3	1	strain-specific	strain-specific	MS25-S_04646	CytR_3	MS25-S_04646	HTH-type transcriptional repressor CytR	nodrug	nodrug	MS386R	MS25S	Kpneumoniae_MS25S	-1.604759281	24.86587841	-25.27359289	1.13E-07	3.27E-05	8.744410974	1	K. pneumoniae	K. pneumoniae MS386R
