Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation,Mask_Path
44,250,67.974,0.680,1,80,93,49,77,86.856,62.724,86.856,62.724,14.781,5.532,77.603,2.672,271,0.923,28.636,77.905,87.402,62.907,28.632,11.768,77.005,29.414,1.027,84,54,5,8.100,2.941,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
47,215,72.782,0.510,1,92,106,54,84,98.835,68.626,98.835,68.626,16.079,4.391,71.794,3.662,243,0.885,31.321,73.301,98.750,69.250,31.307,9.487,71.565,32.014,1.022,95,58,4,5.846,4.002,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
50,289,76.939,0.613,1,468,491,58,87,479.953,72.531,479.953,72.531,18.194,5.241,-53.523,3.472,310,0.932,34.670,123.232,480.020,72.872,34.642,11.276,125.538,34.614,0.998,486,63,5,7.231,3.461,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
53,153,52.575,0.696,1,103,114,60,82,108.853,70.958,108.853,70.958,11.507,4.307,71.158,2.672,165,0.927,23.087,72.350,108.983,71.207,23.026,9.470,68.199,23.614,1.023,106,64,4,6.222,2.952,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
56,193,61.080,0.650,1,459,479,62,83,468.806,72.977,468.806,72.977,13.609,4.645,-49.001,2.930,207,0.932,26.907,138.013,468.951,72.959,26.632,9.859,129.806,26.814,0.997,473,66,4,5.818,3.352,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
59,258,69.775,0.666,1,114,131,68,96,122.388,82.174,122.388,82.174,15.488,5.472,68.469,2.830,279,0.925,29.155,67.834,122.390,82.541,29.143,11.119,69.444,29.814,1.023,119,73,5,8.368,2.981,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
62,262,70.101,0.670,1,89,104,74,103,96.275,88.626,96.275,88.626,15.477,5.583,72.842,2.772,288,0.910,29.614,78.311,96.300,88.400,29.409,11.700,71.565,30.414,1.027,93,79,5,8.556,3.041,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
65,204,59.835,0.716,1,451,474,80,95,461.559,87.466,461.559,87.466,12.192,5.503,22.488,2.215,218,0.936,24.042,16.928,461.400,87.700,23.702,11.628,26.565,24.614,1.024,455,84,5,7.316,2.461,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
68,56,27.791,0.911,1,103,111,83,92,106.643,87.339,106.643,87.339,4.702,3.930,79.130,1.197,58,0.966,10.296,119.055,107.000,87.500,9.000,8.000,90.000,10.214,0.992,106,86,4,5.000,1.277,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
71,170,53.686,0.741,1,111,122,83,105,116.647,94.429,116.647,94.429,11.666,4.714,78.420,2.475,180,0.944,23.087,72.350,116.608,94.149,22.851,9.700,80.538,23.614,1.023,116,93,5,6.750,2.361,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
74,238,60.850,0.808,1,470,493,89,106,481.899,97.076,481.899,97.076,12.722,6.052,27.274,2.102,246,0.967,25.080,23.499,482.000,97.000,25.044,12.522,26.565,25.214,1.005,479,95,6,9.615,2.101,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
77,152,51.560,0.719,1,104,113,91,112,108.645,101.138,108.645,101.138,11.074,4.489,83.243,2.467,161,0.944,21.587,76.608,108.500,101.500,21.000,9.000,90.000,22.214,1.029,108,98,5,6.412,2.221,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
79,285,73.203,0.668,1,95,107,102,132,101.335,117.156,101.335,117.156,16.605,5.680,84.588,2.923,308,0.925,30.414,80.538,101.476,117.002,30.339,11.377,84.560,31.214,1.026,100,107,5,8.619,3.121,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
82,208,61.041,0.702,1,114,124,105,130,119.077,116.962,119.077,116.962,13.515,5.029,86.972,2.687,218,0.954,25.710,103.496,119.000,117.500,25.000,10.000,90.000,26.414,1.027,118,109,5,7.190,2.641,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
85,263,71.862,0.640,1,107,118,112,143,111.629,128.219,111.629,128.219,16.797,5.245,85.205,3.203,276,0.953,31.401,80.838,112.500,127.500,31.000,11.000,90.000,32.214,1.026,111,125,5,7.833,3.221,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
88,302,84.294,0.534,1,623,645,175,208,633.695,191.351,633.695,191.351,20.156,4.957,59.879,4.066,333,0.907,37.736,57.995,633.794,192.108,37.627,10.841,62.354,37.614,0.997,627,180,5,7.074,3.761,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
91,277,76.479,0.595,1,632,653,176,205,642.948,189.948,642.948,189.948,17.554,5.142,59.014,3.414,298,0.930,34.409,54.462,643.368,190.202,34.263,10.941,59.744,34.414,1.000,638,182,5,7.154,3.441,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
94,320,83.508,0.577,1,621,642,190,223,631.763,206.753,631.763,206.753,19.570,5.344,62.548,3.662,341,0.938,36.892,57.171,631.800,206.600,36.672,10.733,63.435,36.814,0.998,626,196,5,8.250,3.681,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
97,304,78.605,0.618,1,651,673,190,220,662.118,204.773,662.118,204.773,17.652,5.692,59.522,3.101,335,0.907,33.287,57.265,662.182,204.889,33.278,12.278,58.570,33.014,0.992,656,195,5,8.714,3.301,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
100,173,58.399,0.637,1,650,667,205,227,657.934,216.512,657.934,216.512,13.148,4.275,55.782,3.075,184,0.940,26.077,57.529,658.065,216.727,25.961,9.560,52.125,26.014,0.998,653,209,4,6.625,3.252,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
103,257,76.154,0.557,1,641,663,208,237,651.492,223.064,651.492,223.064,18.282,4.636,55.467,3.944,280,0.918,34.670,56.768,651.312,223.317,34.661,10.146,55.491,34.614,0.998,644,211,4,6.826,4.327,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
106,288,75.464,0.636,1,661,678,217,247,669.399,231.882,669.399,231.882,16.914,5.577,-69.284,3.033,315,0.914,32.311,111.801,669.235,231.718,32.299,11.803,110.225,32.614,1.009,673,222,5,8.238,3.261,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
109,284,74.258,0.647,1,638,662,221,247,649.335,234.863,649.335,234.863,17.057,5.473,47.586,3.117,307,0.925,33.242,43.781,649.347,235.142,33.237,11.725,47.121,33.014,0.993,642,226,5,8.091,3.301,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
115,243,66.078,0.699,1,1238,1264,568,582,1250.912,574.784,1250.912,574.784,13.450,6.022,9.275,2.233,272,0.893,26.077,175.601,1250.717,575.009,25.739,12.409,10.620,26.614,1.021,1244,573,6,7.250,2.218,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
118,252,65.944,0.728,1,1261,1288,571,582,1274.913,576.925,1274.913,576.925,14.485,5.742,-3.979,2.523,264,0.955,28.160,163.496,1274.500,576.500,27.000,11.000,0.000,28.814,1.023,1282,575,5,8.238,2.881,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
121,407,97.701,0.536,1,1240,1279,579,605,1259.338,592.412,1259.338,592.412,23.206,5.731,31.395,4.049,438,0.929,43.909,30.069,1258.575,592.315,43.893,12.251,31.608,43.814,0.998,1263,595,6,8.394,3.651,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
124,448,104.730,0.513,1,1279,1318,581,611,1299.342,595.397,1299.342,595.397,24.895,6.079,34.890,4.095,504,0.889,47.434,34.695,1298.908,594.914,47.434,13.384,34.824,47.414,1.000,1308,602,6,8.636,3.951,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
127,181,59.279,0.647,1,1260,1283,582,597,1271.378,588.771,1271.378,588.771,13.172,4.593,28.502,2.868,198,0.914,25.495,25.560,1270.971,588.382,25.382,9.947,30.964,25.414,0.997,1264,585,4,6.200,3.177,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
129,136,47.672,0.752,1,1280,1298,592,605,1289.051,599.154,1289.051,599.154,9.986,4.441,29.350,2.248,144,0.944,19.723,30.466,1289.300,599.400,19.677,9.391,26.565,19.814,1.005,1284,596,4,6.500,2.477,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
132,417,98.947,0.535,1,1276,1313,601,632,1294.965,615.661,1294.965,615.661,24.243,5.696,39.164,4.256,455,0.916,45.453,39.644,1295.378,615.402,45.447,12.650,38.660,45.414,0.999,1281,605,5,8.929,4.541,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
135,315,86.554,0.528,1,1298,1330,604,632,1313.776,618.802,1313.776,618.802,20.782,5.030,38.750,4.131,341,0.924,39.825,38.884,1313.174,618.927,39.811,11.074,37.405,39.814,1.000,1312,618,5,7.231,3.981,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
138,262,70.465,0.663,1,1315,1342,608,629,1328.122,617.962,1328.122,617.962,15.172,5.664,34.542,2.679,286,0.916,29.155,22.166,1327.827,617.873,28.816,11.720,36.254,29.414,1.009,1321,613,5,6.840,2.941,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
141,216,57.248,0.828,1,1320,1343,631,642,1331.606,636.639,1331.606,636.639,11.913,5.864,1.291,2.032,222,0.973,23.537,167.735,1331.500,636.500,23.000,11.000,0.000,24.214,1.029,1327,636,6,8.529,2.018,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
144,211,59.930,0.738,1,1341,1365,633,644,1353.088,638.727,1353.088,638.727,12.568,5.564,2.198,2.259,229,0.921,24.331,170.538,1353.000,638.500,24.000,11.000,0.000,25.014,1.028,1347,638,5,7.400,2.501,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
147,285,78.050,0.588,1,540,563,723,752,551.689,737.114,551.689,737.114,18.189,5.104,56.318,3.564,306,0.931,35.228,55.408,551.809,737.015,35.157,10.976,59.036,35.214,1.000,549,733,5,7.320,3.521,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
150,234,70.561,0.591,1,531,552,726,751,541.782,737.816,541.782,737.816,16.400,4.825,54.618,3.399,261,0.897,30.806,54.246,541.769,738.654,30.786,11.094,56.310,30.814,1.000,536,730,5,6.667,3.081,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
153,357,83.318,0.646,1,810,840,727,755,825.620,740.604,825.620,740.604,19.635,5.972,46.756,3.288,376,0.949,36.878,49.399,825.663,740.403,36.867,12.041,48.013,36.814,0.998,820,734,6,9.900,3.068,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
156,326,81.421,0.618,1,805,832,732,762,818.304,747.396,818.304,747.396,19.401,5.511,48.931,3.520,342,0.953,36.125,48.366,818.093,747.417,36.125,11.377,48.366,36.014,0.997,810,738,5,8.810,3.601,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
159,337,82.397,0.624,1,527,550,734,765,538.182,749.547,538.182,749.547,18.820,5.846,60.010,3.219,361,0.934,35.805,54.090,538.232,749.644,35.490,11.988,61.699,35.814,1.000,532,739,5,8.826,3.581,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
162,303,76.344,0.653,1,561,594,747,761,577.764,754.074,577.764,754.074,17.348,5.699,12.530,3.044,326,0.929,33.734,11.976,577.500,754.500,33.733,12.257,12.529,34.614,1.026,576,754,6,8.583,2.885,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
165,214,70.101,0.547,1,548,578,752,766,562.682,758.958,562.682,758.958,16.572,4.209,18.852,3.937,232,0.922,31.623,18.435,563.050,758.850,31.623,9.171,18.435,32.214,1.019,552,755,4,6.417,4.027,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
168,298,80.922,0.572,1,831,847,754,788,839.997,770.047,839.997,770.047,18.315,5.357,74.205,3.419,330,0.903,35.114,70.017,840.441,771.057,35.070,11.543,72.897,35.814,1.020,837,759,5,7.923,3.581,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
171,297,76.440,0.639,1,579,612,758,769,596.396,763.968,596.396,763.968,17.741,5.474,-5.288,3.241,309,0.961,33.734,168.024,595.500,763.500,33.000,11.000,0.000,34.614,1.026,603,763,6,7.966,2.885,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
174,228,73.107,0.536,1,548,580,761,774,563.570,768.272,563.570,768.272,17.053,4.419,16.217,3.859,248,0.919,32.985,14.036,563.743,768.814,32.924,9.636,17.526,33.814,1.025,552,764,4,6.462,4.227,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
177,304,79.026,0.612,1,844,862,761,792,852.322,776.776,852.322,776.776,18.055,5.519,69.289,3.272,327,0.930,34.886,62.700,851.849,776.932,34.644,11.938,69.444,34.414,0.986,848,765,5,8.250,3.441,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
179,314,78.145,0.646,1,540,573,766,783,555.446,775.127,555.446,775.127,17.805,5.781,20.103,3.080,337,0.932,34.785,18.435,556.011,775.662,34.683,12.369,22.834,35.414,1.018,546,771,6,8.826,2.951,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
182,300,75.043,0.669,1,601,627,768,793,614.653,780.247,614.653,780.247,17.352,5.681,43.000,3.054,317,0.946,33.422,38.928,614.599,779.859,33.336,11.843,43.025,33.014,0.988,607,773,5,8.500,3.301,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
185,212,68.204,0.573,1,572,600,769,784,586.033,775.717,586.033,775.717,15.548,4.629,-22.095,3.359,243,0.872,29.732,160.346,585.840,775.620,29.686,10.138,157.166,30.214,1.016,590,772,4,7.000,3.777,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
188,202,63.436,0.631,1,598,621,776,797,608.668,786.782,608.668,786.782,14.928,4.427,43.382,3.372,209,0.967,28.601,36.469,608.250,786.750,28.284,9.192,45.000,28.614,1.000,601,779,4,6.889,3.577,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
191,191,54.472,0.809,1,827,842,777,796,835.003,786.385,835.003,786.385,10.731,5.832,67.832,1.840,203,0.941,21.401,52.595,835.212,786.733,20.716,11.587,69.444,21.414,1.001,833,782,5,7.000,2.141,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
194,235,73.702,0.544,1,586,612,779,803,599.560,790.696,599.560,790.696,17.417,4.425,41.309,3.936,257,0.914,34.059,40.236,599.500,790.500,33.941,9.899,45.000,34.014,0.999,589,782,4,6.524,4.252,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
197,342,79.621,0.678,1,564,592,782,808,577.930,795.269,577.930,795.269,18.180,6.091,41.590,2.985,363,0.942,35.000,36.870,578.221,795.252,34.879,13.038,41.634,35.014,1.000,570,788,6,10.368,2.918,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
200,224,68.569,0.599,1,578,602,783,806,590.674,794.531,590.674,794.531,16.046,4.589,42.722,3.496,240,0.933,31.241,39.806,590.000,794.000,31.113,9.899,45.000,31.214,0.999,584,788,4,6.300,3.902,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
203,307,77.494,0.642,1,861,890,786,809,875.376,797.451,875.376,797.451,17.882,5.587,36.470,3.200,322,0.953,34.409,35.538,875.569,797.554,34.381,11.753,37.875,34.414,1.000,866,791,5,8.478,3.441,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
206,321,80.827,0.617,1,841,873,787,807,856.478,798.176,856.478,798.176,18.248,5.781,24.910,3.156,342,0.939,35.355,28.740,856.900,798.700,35.330,12.075,26.565,35.014,0.990,850,795,6,8.750,2.918,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
209,287,73.567,0.666,1,612,641,797,815,627.162,806.218,627.162,806.218,16.353,5.859,21.593,2.791,311,0.923,31.385,22.479,626.060,806.468,31.225,12.931,16.699,31.614,1.007,631,808,6,8.300,2.635,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
212,281,72.227,0.677,1,600,629,802,819,613.998,810.995,613.998,810.995,16.058,5.685,23.548,2.824,301,0.934,31.385,22.479,614.534,810.914,31.383,12.442,21.801,31.614,1.007,610,809,6,7.846,2.635,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
215,383,89.387,0.602,1,858,897,806,819,877.369,813.085,877.369,813.085,21.195,5.907,4.271,3.588,418,0.916,39.459,8.746,877.525,812.730,39.383,12.403,5.194,40.414,1.024,869,812,6,9.067,3.368,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
224,479,117.947,0.433,1,1436,1478,983,1024,1456.362,1003.249,1456.362,1003.249,30.865,5.199,-44.561,5.937,530,0.904,55.902,137.175,1456.524,1003.023,55.866,11.290,134.091,55.614,0.995,1471,988,5,7.722,5.561,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
227,477,109.347,0.501,1,1446,1485,987,1025,1466.068,1006.689,1466.068,1006.689,27.544,5.729,-45.101,4.808,497,0.960,50.931,136.591,1466.500,1006.500,50.912,11.314,135.000,50.614,0.994,1463,1009,6,8.784,4.218,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
230,221,60.160,0.767,1,1438,1451,1022,1045,1444.876,1034.079,1444.876,1034.079,12.355,5.853,-78.516,2.111,238,0.929,24.042,106.928,1444.792,1033.662,23.691,12.155,97.125,24.614,1.024,1446,1027,5,9.000,2.461,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
232,343,97.376,0.455,1,1407,1438,1038,1073,1421.109,1055.448,1421.109,1055.448,24.250,5.022,-48.591,4.829,402,0.853,45.343,131.424,1421.297,1054.559,45.333,11.862,130.236,45.214,0.997,1414,1062,5,6.806,4.521,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
235,242,64.182,0.738,1,1439,1454,1044,1068,1446.500,1056.686,1446.500,1056.686,13.126,6.071,73.352,2.162,262,0.924,25.495,64.440,1446.610,1056.475,24.884,12.817,77.005,25.414,0.997,1447,1060,6,7.737,2.118,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
238,175,53.591,0.766,1,1422,1440,1049,1066,1430.511,1057.380,1430.511,1057.380,11.642,4.885,-41.924,2.383,183,0.956,24.042,135.000,1430.295,1057.254,23.943,10.499,140.194,23.814,0.991,1428,1058,5,6.750,2.381,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
241,227,60.850,0.770,1,1423,1442,1058,1079,1432.998,1068.738,1432.998,1068.738,12.971,5.656,-52.327,2.294,239,0.950,26.249,130.365,1432.980,1068.360,26.200,12.000,126.870,26.214,0.999,1434,1066,6,7.737,2.185,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
244,193,59.605,0.683,1,1410,1425,1066,1088,1417.759,1076.593,1417.759,1076.593,12.930,4.884,-66.697,2.648,211,0.915,26.077,122.471,1417.507,1076.815,25.515,10.651,110.556,26.014,0.998,1418,1073,5,6.667,2.601,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
250,254,68.435,0.682,1,1413,1431,1078,1103,1421.728,1090.142,1421.728,1090.142,14.493,5.701,-60.026,2.542,271,0.937,29.206,128.047,1421.485,1090.191,28.983,12.005,120.964,29.214,1.000,1425,1083,5,7.500,2.921,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
253,147,47.538,0.817,1,1402,1413,1088,1105,1408.126,1096.031,1408.126,1096.031,9.125,5.339,82.860,1.709,158,0.930,18.028,56.310,1408.324,1096.446,17.426,10.686,80.538,18.014,0.999,1407,1093,5,6.333,1.801,./nx1.8016_XY2.ome0003_cp_masks_filtered.tif
1,265,98.352,0.344,2,35,72,0,22,48.670,9.017,48.670,9.017,24.181,8.193,-20.769,2.952,506,0.524,43.046,149.265,51.200,6.400,42.933,18.783,153.435,Infinity,Infinity,40,11,5,5.000,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
2,259,97.241,0.344,2,101,149,0,16,127.122,6.986,127.122,6.986,32.283,7.354,6.136,4.390,587,0.441,48.374,7.125,125.500,6.378,48.367,15.585,6.170,Infinity,Infinity,113,0,4,5.267,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
3,277,77.820,0.575,1,448,475,0,16,460.161,7.370,460.161,7.370,14.168,6.955,-21.750,2.037,314,0.882,30.887,150.945,461.480,7.302,28.359,15.821,174.289,30.614,0.991,456,7,6,7.000,2.551,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
4,679,198.044,0.218,3,461,521,0,29,494.529,12.254,494.529,12.254,37.539,13.666,1.270,2.747,1422,0.477,62.362,164.181,491.000,14.500,60.000,29.000,0.000,Infinity,Infinity,515,4,5,7.379,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
5,247,92.893,0.360,2,41,87,1,26,58.128,11.613,58.128,11.613,32.149,9.510,-17.580,3.380,698,0.354,51.430,153.435,62.445,8.433,51.181,20.632,159.075,Infinity,Infinity,82,5,4,5.846,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
6,379,124.572,0.307,2,115,507,2,37,241.737,17.104,241.737,17.104,353.291,15.504,-1.491,22.787,9897,0.038,392.154,178.393,311.031,19.508,392.027,34.023,179.851,Infinity,Infinity,503,5,4,6.171,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
7,417,123.921,0.341,2,78,450,3,33,318.733,15.495,318.733,15.495,336.991,13.442,0.700,25.070,8423,0.050,372.193,178.152,264.040,19.000,372.062,29.977,179.676,Infinity,Infinity,444,8,5,6.947,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
8,415,148.706,0.236,3,60,141,7,25,97.816,14.893,97.816,14.893,53.739,7.529,1.910,7.138,1224,0.339,81.394,5.641,100.583,15.246,81.158,17.973,1.273,Infinity,Infinity,73,11,4,6.150,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
9,356,117.964,0.321,2,124,511,8,36,341.213,21.399,341.213,21.399,374.376,13.330,0.603,28.085,9808,0.036,387.625,3.254,317.500,22.000,387.000,28.000,0.000,Infinity,Infinity,506,23,5,6.421,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
10,373,116.107,0.348,2,20,61,9,33,38.277,20.170,38.277,20.170,27.189,10.846,-8.096,2.507,793,0.470,45.188,155.136,40.304,19.177,43.342,23.448,171.573,Infinity,Infinity,27,21,6,6.538,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
11,311,109.998,0.323,2,97,484,9,32,314.728,19.175,314.728,19.175,364.189,8.828,0.716,41.255,6666,0.047,387.083,178.816,290.486,20.505,386.973,21.081,0.310,Infinity,Infinity,110,13,4,5.710,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
12,434,125.358,0.347,2,59,462,13,40,330.862,23.816,330.862,23.816,356.052,10.556,0.482,33.729,7171,0.061,403.079,178.863,260.588,28.509,403.061,26.936,179.405,Infinity,Infinity,451,23,8,6.920,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
13,296,108.292,0.317,2,111,498,17,43,276.449,28.595,276.449,28.595,370.862,11.254,-0.870,32.954,8017,0.037,387.012,179.556,304.525,30.004,387.007,25.016,179.849,Infinity,Infinity,493,21,4,5.400,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
14,364,116.528,0.337,2,72,434,18,48,311.992,30.063,311.992,30.063,329.419,13.359,0.962,24.659,7587,0.048,362.112,1.424,253.000,33.000,362.000,30.000,0.000,Infinity,Infinity,429,23,5,6.286,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
15,403,125.818,0.320,2,104,486,20,46,343.957,32.066,343.957,32.066,350.089,11.970,0.306,29.247,8650,0.047,382.294,177.751,295.013,33.475,382.039,25.957,179.847,Infinity,Infinity,476,30,5,6.256,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
16,475,163.779,0.223,3,25,502,21,44,207.153,31.748,207.153,31.748,414.750,10.460,0.058,39.653,10390,0.046,477.462,177.479,263.500,32.503,477.044,21.996,179.877,Infinity,Infinity,95,25,4,5.764,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
17,355,112.965,0.350,2,134,465,22,47,308.089,34.325,308.089,34.325,318.238,11.569,0.320,27.509,7533,0.047,331.097,178.615,299.519,34.994,331.023,24.981,179.822,Infinity,Infinity,139,29,5,6.568,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
18,449,145.429,0.267,2,53,433,25,67,311.754,40.148,311.754,40.148,333.660,18.314,2.401,18.218,9349,0.048,381.797,5.561,244.537,29.986,381.780,41.315,5.016,Infinity,Infinity,420,28,4,6.346,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
19,459,140.566,0.292,2,30,104,27,51,59.576,37.084,59.576,37.084,52.386,10.173,-4.417,5.150,1327,0.346,77.492,162.734,66.568,35.109,76.312,23.050,172.747,Infinity,Infinity,42,35,7,6.418,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
20,409,117.313,0.373,2,11,136,30,55,66.451,42.339,66.451,42.339,111.417,12.189,0.280,9.141,2923,0.140,125.399,175.426,73.522,42.482,124.995,24.044,0.512,Infinity,Infinity,20,36,6,7.545,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
21,421,135.298,0.289,2,51,456,31,58,266.452,41.084,266.452,41.084,381.268,10.368,1.188,36.774,7485,0.056,405.400,2.545,253.880,37.091,405.392,26.673,2.197,Infinity,Infinity,72,35,4,6.561,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
22,437,142.922,0.269,2,432,503,33,63,468.555,46.653,468.555,46.653,52.157,14.031,4.720,3.717,1614,0.271,75.392,21.801,467.966,45.575,73.122,28.370,6.009,Infinity,Infinity,481,36,4,6.143,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
23,626,198.504,0.200,3,59,519,35,64,250.700,46.589,250.700,46.589,399.136,12.682,-0.165,31.472,10834,0.058,460.156,1.494,289.010,49.583,459.962,27.161,179.728,Infinity,Infinity,503,40,5,5.972,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
24,378,122.620,0.316,2,88,495,38,64,331.474,49.421,331.474,49.421,378.888,11.669,0.660,32.471,8721,0.043,407.208,1.829,291.686,47.153,407.178,25.697,1.137,Infinity,Infinity,476,41,4,6.412,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
25,313,109.078,0.331,2,36,111,41,59,75.161,49.085,75.161,49.085,55.352,7.922,1.356,6.987,1005,0.311,75.326,174.668,73.560,50.548,75.123,17.899,178.877,Infinity,Infinity,106,44,4,5.649,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
26,403,128.634,0.306,2,14,514,42,69,239.711,55.349,239.711,55.349,479.844,12.006,-0.547,39.967,11550,0.035,500.049,179.198,263.909,53.062,500.048,25.961,179.300,Infinity,Infinity,22,55,5,6.158,Infinity,./nx1.8016_XY2.ome0007_cp_masks_filtered.tif
